track_id,song_id,artist_id,artist_name,song_title,genre,dot_1,dot_2,dot_3,centered_1,centered_2,centered_3,corr_1,corr_2,corr_3,cosine_1,cosine_2,cosine_3,tfidf_dot_1,tfidf_dot_2,tfidf_dot_3,tfidf_centered_1,tfidf_centered_2,tfidf_centered_3,tfidf_corr_1,tfidf_corr_2,tfidf_corr_3,tfidf_cosine_1,tfidf_cosine_2,tfidf_cosine_3
TRHFADH128F92E2BE3,SOKCLGX12A67ADD6BF,ARR3ONV1187B9A2F59,Muse,Pink Ego Box,rock,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Jonny Lang - Breakin Me,Scars Of Life - Descending,Fats Domino - Blue Monday,Jonny Lang - Breakin Me,Scars Of Life - Descending,Fats Domino - Blue Monday,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Aaron Carter - That's How I Beat Shaq,Lauryn Hill - Interlude 5,Aaron Carter - That's How I Beat Shaq,The Chi-Lites - Have You Seen Her,Jon B. - Inside,Vangelis - Albedo 0.39,Josh Groban - Un Giorno Per Noi (Album Version),Darude - Feel The Beat,Vangelis - Albedo 0.39,Jon B. - Inside,Incognito - Get Into My Groove
TROAQBZ128F9326213,SONYKOW12AB01849C9,AR73S4G1187B9A03C2,OneRepublic,Secrets,rock,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - 8 Mile,DUNCAN SHEIK - House Full Of Riches (LP Version),Wayne Hancock - Johnson City,A Tribe Called Quest - Hot Sex,A Tribe Called Quest - Hot Sex,Wayne Hancock - Johnson City,DUNCAN SHEIK - House Full Of Riches (LP Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - 8 Mile,N-Dubz - Shoulda Put Something On,Anastacia - Club Megamix,Set Your Goals - like you to me,Harry Connick_ Jr. - I'm Gonna Be The First One,Soft Cell - Secret Life,Katie Melua - In My Secret Life,Harry Connick_ Jr. - I'm Gonna Be The First One,Soft Cell - Secret Life,Anastacia - Club Megamix
TRVZCTL128E078F0BE,SOMBDFC12A67FFB370,ARDVZTE1187FB5A0A1,Bon Jovi,Come Back,rock,Lauryn Hill - Interlude 5,The Simpsons - Do The Bartman,Eminem - My Darling,Lauryn Hill - Interlude 5,The Simpsons - Do The Bartman,K-Ci & JoJo - Baby Come Back,Dionne Warwick - This Empty Place,Public Enemy - Hit The Road Jack,Gerry Rafferty - Waiting For The Day,Dionne Warwick - This Empty Place,Public Enemy - Hit The Road Jack,Gotye - Coming Back,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - My Darling,Jodeci - I'm Still Waiting,Keith Sweat - Whatever You Want (LP Version),Anastacia - Club Megamix,Slim Harpo - One More Day,Janet Jackson - It All Comes Down To Love (Interlude),Ginuwine - Only When ur Lonely,Ginuwine - Only When ur Lonely,Slim Harpo - One More Day,Keith Sweat - Whatever You Want (LP Version)
TRAERPT128F931103E,SODLKUO12A8C13CA35,ARFCUN31187B9AD578,The Rolling Stones,Time Is On My Side,rock,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Rebelution - Bump,Emiliana Torrini - Sunny Road,Pete Murray - My Time,Rebelution - Bump,Emiliana Torrini - Sunny Road,Pete Murray - My Time,Lauryn Hill - Interlude 5,Matisyahu - Close My Eyes,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Boyz II Men - A Song For Mama,K-Ci & JoJo - Baby Come Back,Robin Trower - Day Of The Eagle,Kelly Clarkson - Anytime,K-Ci & JoJo - Baby Come Back,Boyz II Men - A Song For Mama,Kelly Clarkson - Anytime,K-Ci & JoJo - Baby Come Back,Boyz II Men - A Song For Mama
TRQXTQT128E0781DA7,SOOPTNE12A58A7A9C2,ARFCUN31187B9AD578,The Rolling Stones,Fight (1994 Digital Remaster),rock,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),N-Dubz - Don't Get Nine,Slick Rick - Let's Get Crazy,Black Eyed Peas - Boom Boom Guetta,Us3 - Knowledge Of Self,Slick Rick - Let's Get Crazy,Black Eyed Peas - Boom Boom Guetta,Us3 - Knowledge Of Self,Public Enemy - Fight The Power,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Public Enemy - Fight The Power,Ke$ha - TiK ToK,Robin Thicke - Shadow of Doubt,Public Enemy - Fight The Power,Adequate Seven - Protest Beat,Robin McKelle - Something's Gotta Give,Public Enemy - Fight The Power,Adequate Seven - Protest Beat,Robin McKelle - Something's Gotta Give
TRAUYZG12903CDA4E9,SOFZXTF12AB018D64B,ARDVZTE1187FB5A0A1,Bon Jovi,This Ain't A Love Song,rock,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Less Than Jake - I Think I Love You,Shai - Waiting For The Day,A Tribe Called Quest - Hot Sex,Less Than Jake - I Think I Love You,Shai - Waiting For The Day,A Tribe Called Quest - Hot Sex,Lauryn Hill - Interlude 5,Tech N9ne - One Good Time,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Common - I Want You,N-Dubz - Work Work,Tech N9ne - One Good Time,As I Lay Dying - The Innocence Spilled,Common - I Want You,K-Ci & JoJo - Fee Fie Foe Fum,Common - I Want You,K-Ci & JoJo - Fee Fie Foe Fum,Matthew Ryan - They Were Wrong
TRGESLP12903CE31C8,SORXQLX12AB018DCD0,ARDVZTE1187FB5A0A1,Bon Jovi,Superman Tonight,rock,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Harry Belafonte - Angelina,Clawfinger - Revenge,Tom T. Hall - I Care,Harry Belafonte - Angelina,Clawfinger - Revenge,Tom T. Hall - I Care,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - 8 Mile,Afroman - Let's All Get Drunk,Aaron Neville - Don't Fall Apart On Me Tonight,Aesop Rock - Night Light,Edge Of Dawn - Beauty Lies Within,Bebo Norman - Other Side of Day,Lunascape - Praise Me,Edge Of Dawn - Beauty Lies Within,Bebo Norman - Other Side of Day,Aaron Neville - Don't Fall Apart On Me Tonight
TRPAYRK128E0792986,SOINXHP12AF729AF64,ARM7EDF1187B9B3FA1,Guns N' Roses,Bad Obsession,rock,Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Daft Punk - Touch It / Technologic,Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Daft Punk - Touch It / Technologic,Robbie Williams - It's De-Lovely,Eric B. & Rakim - I Know You Got Soul,Tanya Tucker - Complicated,Robbie Williams - It's De-Lovely,Eric B. & Rakim - I Know You Got Soul,Tanya Tucker - Complicated,Lauryn Hill - Interlude 5,Twista - Overdose (Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Joss Stone - Killing Time,KMD - Plumskinzz (Loose Hoe_ God & Cupid),Twista - Overdose (Album Version),Empty Trash - Last Man In The Bar,Joss Stone - Killing Time,Sophie Zelmani - Foolish,Empty Trash - Last Man In The Bar,Joss Stone - Killing Time,Fiddler's Green - Kma Goodbye
TRKMXIA128F4299423,SOEOSFP12A8C137912,ARULZ741187B9AD2EF,Elvis Presley,Anything That's Part Of You,rock,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Syleena Johnson - All Of Me,Angela Bofill - I Try,Rachael Yamagata - Even So,Syleena Johnson - All Of Me,Angela Bofill - I Try,Rachael Yamagata - Even So,Lauryn Hill - Interlude 5,N-Dubz - Work Work,Atmosphere - Hair,Jessica Simpson - For Your Love,Onelinedrawing - Smile,Van Hunt - Highlights,Ladyhawke - Love Don't Live Here,City And Colour - Love Don't Live Here Anymore,Onelinedrawing - Smile,Ladyhawke - Love Don't Live Here,City And Colour - Love Don't Live Here Anymore,Onelinedrawing - Smile
TRTQRHY128F4241AFD,SORQYLM12A8C132BCF,ARCVKG01187B9B3273,Flyleaf,So I Thought,rock,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Nelly - Splurge,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Nelly - Splurge,The Streets - The Irony Of It All (Album Version),Manafest - Runaway,Jeffrey Lewis - Gold,The Streets - The Irony Of It All (Album Version),Jeffrey Lewis - Gold,Manafest - Runaway,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),KRS-One - The Truth,KRS-One - The Truth,Maroon 5 - Nothing Lasts Forever,Lauryn Hill - Interlude 5,Bayside - Don't Call Me Peanut,Gary Moore - With Love (Remember),Tristan Prettyman - Song For The Rich,Bayside - Don't Call Me Peanut,Tristan Prettyman - Song For The Rich,Gary Moore - With Love (Remember)
TRXIEYZ128E078891B,SOQQWFI12A67020F95,ARN5NHX1187FB4F755,The Smashing Pumpkins,You're All I've Got Tonight,rock,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Faithless - Flowerstand Man,Edith Piaf - Dont Cry,Gabrielle - Don't Need The Sun To Shine (To Make Me Smile),Faithless - Flowerstand Man,Edith Piaf - Dont Cry,Gabrielle - Don't Need The Sun To Shine (To Make Me Smile),Lloyd Cole - I Didn't Know That You Cared,Afroman - Let's All Get Drunk,Avant - Out of Character,Lloyd Cole - I Didn't Know That You Cared,Modern Lovers - Someone i care about,Ledisi - Alright,Lloyd Cole - I Didn't Know That You Cared,Modern Lovers - Someone i care about,Tony Bennett - Who Cares (So Long As You Care For Me),Lloyd Cole - I Didn't Know That You Cared,Modern Lovers - Someone i care about,Useless I.D. - It's Alright
TRTGMIX128EF35E2B9,SOBEQEO12A6D4F6589,ARVN9FZ1187FB393F1,Snow Patrol,Signal Fire,rock,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Twista - I'm A Winner (Amended Album Version),Voxtrot - Kid Gloves,Willie Nelson - There You Are,Cephalic Carnage - Eradicate Authority,Voxtrot - Kid Gloves,Willie Nelson - There You Are,Cephalic Carnage - Eradicate Authority,Kanye West - Diamonds From Sierra Leone,Lauryn Hill - Interlude 5,Mobb Deep - Trife Life,Next - I Still Love You,Kanye West - Diamonds From Sierra Leone,STRATOVARIUS - Elements,Willie Nelson - There You Are,Cracker - Forever,Watchout! Theres Ghosts - Remember Me_ Oh God_ For Good,Willie Nelson - There You Are,Cracker - Forever,Watchout! Theres Ghosts - Remember Me_ Oh God_ For Good
TRHPKWO128F92E01D5,SOSRIAT12AB017A92E,ARVN9FZ1187FB393F1,Snow Patrol,The Lightning Strike,rock,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Jeffrey Lewis - Gold,Momus - Closer To You,OutKast - ATLiens,Momus - Closer To You,Jeffrey Lewis - Gold,OutKast - ATLiens,Lauryn Hill - Interlude 5,Eminem - 8 Mile,Savatage - The Hourglass,Savatage - The Hourglass,Ja Rule - One of Us,Eminem - 8 Mile,The Flatliners - This Respirator,Supreme Majesty - Towards The Northern Star,The Flatliners - Mastering The World's Smallest Violin,The Flatliners - This Respirator,The Flatliners - Mastering The World's Smallest Violin,Savatage - The Hourglass
TRDMUWU128E078EDDB,SOSXSMM12B0B808B45,ARH3S5S1187FB4F76B,Nirvana,Dumb,rock,Eminem - 8 Mile,Mario Vazquez - Everytime I...,Rufio - Over It (Acoustic),Eminem - 8 Mile,Mario Vazquez - Everytime I...,Rufio - Over It (Acoustic),Lucky Dube - Slave,Björk - Hunter,MNEMIC - Liquid,Lucky Dube - Slave,Björk - Hunter,MNEMIC - Liquid,Aqua - Happy Boys & Girls,Classified - All About U,Edwin Starr - H.A.P.P.Y. Radio,Aqua - Happy Boys & Girls,Edwin Starr - H.A.P.P.Y. Radio,Neil Sedaka - That's When The Music Takes Me,Neil Sedaka - That's When The Music Takes Me,Toni Braxton - Snowflakes Of Love,Aqua - Happy Boys & Girls,Neil Sedaka - That's When The Music Takes Me,Toni Braxton - Snowflakes Of Love,Aqua - Happy Boys & Girls
TRXEAZB128E078EDCE,SOCUARC12A6701E94D,ARH3S5S1187FB4F76B,Nirvana,Something In The Way,rock,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Lauryn Hill - Interlude 5,The Pharcyde - Otha Fish,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,The Mighty Mighty Bosstones - 1-2-8,Thomas Dolby - I Live In A Suitcase,Sophie Milman - Something In The Air Between Us,The Mighty Mighty Bosstones - 1-2-8,Sophie Milman - Something In The Air Between Us,Thomas Dolby - I Live In A Suitcase,Whitney Houston - Thinking About You,Kurupt - It Ain't About You,Mos Def - The Easy Spell,Whitney Houston - Thinking About You,Mos Def - The Easy Spell,Javier - Slow Motion,Rory Gallagher - Out On The Western Plain,Reel Big Fish - I'm Cool,T.Rex - London Boys,Rory Gallagher - Out On The Western Plain,Reel Big Fish - I'm Cool,T.Rex - London Boys
TRLKNKC128F42BC213,SOBDDMF12A8C142F73,ART3U3E1187B99B1B8,Switchfoot,Oh! Gravity.,rock,Abba - Move On,Horace Andy - Horse With No Name,Daft Punk - Touch It / Technologic,Abba - Move On,Horace Andy - Horse With No Name,Daft Punk - Touch It / Technologic,Salif Keita - Tu Vas Me Manquer,Blur - This Is A Low,Horace Andy - Horse With No Name,Salif Keita - Tu Vas Me Manquer,Sanctus Real - Dear Heart,Blur - This Is A Low,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Bran Van 3000 - Carry On,Bran Van 3000 - Carry On,Ray Davies - Next Door Neighbour,Petey Pablo - La Di Da Da Da,Bachman-Turner Overdrive - Can We All Come Together,Deana Carter - Brand New Key,Ray Davies - Next Door Neighbour,Bachman-Turner Overdrive - Can We All Come Together,Ray Davies - Next Door Neighbour,Deana Carter - Brand New Key
TRVQBRZ128F423EEDC,SOLTQZY12A8C13262F,AR8V1WA1187B9AD9E9,The White Stripes,Hotel Yorba,rock,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),RODNEY CROWELL - Preachin' To The Choir,Eminem - Rabbit Run,Us3 - It's Like That,RODNEY CROWELL - Preachin' To The Choir,Eminem - Rabbit Run,OutKast - Claimin' True,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Simpsons - Do The Bartman,Lauryn Hill - Interlude 5,Clipse - Dirty Money,The Simpsons - Do The Bartman,Calvin Harris - Merrymaking At My Place,The Mavericks - I've Got This Feeling,Joss Stone - Dirty Man,Biz Markie - Albee Square Mall,Lauryn Hill - Interlude 5,Calvin Harris - Merrymaking At My Place
TRBNXZS12903D0A686,SOECMVP12AB018584E,AR8V1WA1187B9AD9E9,The White Stripes,Prickly Thorn_ But Sweetly Worn (Live),rock,Electrelane - Cut And Run,Tryo - Yakamonéyé,Fonky Family - Sans Rémission,Electrelane - Cut And Run,Tryo - Yakamonéyé,The Darkness - Givin' Up (Clean Version),Emilie Simon - Dame De Lotus,Clannad - Newgrange,Desorden Público - Cachos De Vaca,Emilie Simon - Dame De Lotus,Clannad - Newgrange,Desorden Público - Cachos De Vaca,Prince - I Love U In Me ( LP Version),Momus - Closer To You,Lauryn Hill - Interlude 5,Terranova - Burbujas De Amor,Richie Spice - Empress,Patsy Cline - I Can See An Angel,Cirque du Soleil - Aureus,Veronica Maggio - Gammal sång,Brooks & Dunn - You're My Angel,Cirque du Soleil - Aureus,Brooks & Dunn - You're My Angel,Veronica Maggio - Gammal sång
TRGGBKA128F428E461,SOUOWLT12B0B8090EE,AR8V1WA1187B9AD9E9,The White Stripes,St. Andrew (This Battle Is In The Air),rock,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),R. Kelly - I Mean (I Don't Mean It),Eminem - 8 Mile,R. Kelly - I Mean (I Don't Mean It),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Johnny Cash - I Don't Know Where I'm Bound,Nancy Sinatra - Flowers On The Wall,K'Naan - Soobax,Johnny Cash - I Don't Know Where I'm Bound,Nancy Sinatra - Flowers On The Wall,K'Naan - Soobax,Prince - I Love U In Me ( LP Version),All-4-One - When I Needed an Angel,Andrew Lloyd Webber - Wandering Child,All-4-One - When I Needed an Angel,Andrew Lloyd Webber - Wandering Child,Steel Pulse - Sound Check,All-4-One - When I Needed an Angel,Andrew Lloyd Webber - Wandering Child,Brooks & Dunn - You're My Angel,All-4-One - When I Needed an Angel,Andrew Lloyd Webber - Wandering Child,Brooks & Dunn - You're My Angel
TRICQHX128F93269FC,SOCBJHG12AB018221C,ARHWR8B1187FB557D3,The Decemberists,I Was Meant For the Stage,rock,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - My Darling,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - My Darling,On Thorns I Lay - Unsung Songs,Snoop Dogg - Snoopafella (Edited),Stephanie McIntosh - Overcome,On Thorns I Lay - Unsung Songs,Snoop Dogg - Snoopafella (Edited),Stephanie McIntosh - Overcome,Eminem - My Darling,Mobb Deep - Trife Life,The Maine - You Left Me,The Maine - You Left Me,Kelly Clarkson - Cry,Mary J. Blige - Can't Get You Off My Mind,The Beautiful Mistake - Stavesail,Alphaville - 20th Century,Sia - Lentil (Live),Alphaville - 20th Century,The Beautiful Mistake - Stavesail,Sia - Lentil (Live)
TRAFWEV128F428D391,SOLUABP12AF72A2CD2,ARQRQRA12131B4B5A8,Cake,Alpha Beta Parking Lot,rock,Public Enemy - Go Cat Go,Bowling For Soup - Here We Go,Jill Scott - Watching ME,Public Enemy - Go Cat Go,Bowling For Soup - Here We Go,Jill Scott - Watching ME,Allure - When The Shades Go Down,Memphis Minnie - Down In The Alley,Status Quo - Going Down Town Tonight,Allure - When The Shades Go Down,Memphis Minnie - Down In The Alley,Status Quo - Going Down Town Tonight,Atmosphere - Breathing,Kurupt - It Ain't About You,Dilated Peoples - Expansion Team Theme,Atmosphere - Breathing,Lupe Fiasco - I Gotcha (Amended Album Version),Melanie - Baby Day,Disco - Enemmän,Juha Tapio - Sitä jotakin,The Black Keys - When The Lights Go Out,Disco - Enemmän,The Black Keys - When The Lights Go Out,Juha Tapio - Sitä jotakin
TRJRIBM128E0788E18,SODMWLI12AF72A4B62,ARN5NHX1187FB4F755,The Smashing Pumpkins,An Ode To No One,rock,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Blues Traveler - Hook,Anastacia - Club Megamix,Eminem - My Darling,Blues Traveler - Hook,Anastacia - Club Megamix,Eminem - My Darling,Eminem - My Darling,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - My Darling,Black Eyed Peas - A8,Lee Ryan - Real Love,Iggy Pop - Sixteen,Bon Jovi - Come Back,Kelly Clarkson - Anytime,Iggy Pop - Sixteen,Bon Jovi - Come Back,Kelly Clarkson - Anytime
TRIVTJA128F92C1E80,SOITHUR12D021B2253,AR4EQ231187B99368F,The Fray,Over My Head (Cable Car),rock,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Rufio - Over It (Acoustic),A Tribe Called Quest - Baby Phife's Return,Aztec Camera - Over My Head,Aceyalone - Impact,A Tribe Called Quest - Baby Phife's Return,Aceyalone - Impact,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,N-Dubz - Sex,N-Dubz - Sex,Amy Studt - Seconds Away,The Arrogant Sons Of Bitches - Kill The President,Thursday - Beyond The Visible Spectrum,Amy Studt - Seconds Away,Strapping Young Lad - Detox,N-Dubz - Sex,Thursday - Beyond The Visible Spectrum,The Charlie Daniels Band - Sweetwater Texas
TRFLRXQ128F4280CCC,SOSUBHV12AF72A4220,ARNBMT71187B993523,Interpol,No I In Threesome,rock,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Digable Planets - Time & Space (A New Refutation Of),Jamiroquai - Virtual Insanity,KRS ONE - I'm On The Mic,Digable Planets - Time & Space (A New Refutation Of),Jamiroquai - Virtual Insanity,KRS ONE - I'm On The Mic,Lauryn Hill - Interlude 5,Ryan Leslie - Just Right,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Bob Marley & The Wailers - Baby We've Got A Date (Rock It Baby),Ryan Leslie - Just Right,Billie Piper - Day And Night,T.Rex - The Street And Babe Shadow,Bob Marley & The Wailers - Baby We've Got A Date (Rock It Baby),Billie Piper - Day And Night,Billie Piper - Day And Night,Bob Marley & The Wailers - Baby We've Got A Date (Rock It Baby),T.Rex - The Street And Babe Shadow
